Entry	Entry name	Protein names	InterPro	Gene ontology IDs	Gene ontology (GO)	Gene names	EC number	Pathway	Protein existence	Organism	Organism ID
A0A6L0WXS0	A0A6L0WXS0_LEIIN	RNA_recognition_motif_(A.k.a._RRM_-_RBD_-_or_RNP_domain)/RNA_recognition_motif._(A.k.a._RRM_-_RBD_-_or_RNP_domain)_-_putative	IPR035542; IPR029000; IPR012677; IPR035979; IPR000504; 	GO:0003723; GO:0003755; GO:0005634	nucleus [GO:0005634]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]	LINF_160011700			Predicted	Leishmania infantum	5671
A0A6L0XP62	A0A6L0XP62_LEIIN	Guanine_nucleotide_exchange_factor_in_Golgi_transport_N-t erminal/Sec7_domain/Domain_of_uncharacterized_function_(DUF 1981)_-_putative	IPR016024; IPR015403; IPR023394; IPR000904; IPR035999; IPR032691; 	GO:0005085; GO:0032012; GO:0110165	cellular anatomical entity [GO:0110165]; guanyl-nucleotide exchange factor activity [GO:0005085]; regulation of ARF protein signal transduction [GO:0032012]	LINF_340031100			Predicted	Leishmania infantum	5671
A0A6L0WKW0	A0A6L0WKW0_LEIIN	Protein_phosphatase_with_EF-Hand_domains_(PPEF)	IPR004843; IPR011992; IPR002048; IPR029052; IPR006186; IPR013083; 	GO:0005509; GO:0106306; GO:0106307	calcium ion binding [GO:0005509]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]	LINF_120011800			Predicted	Leishmania infantum	5671
A4I8E4	A4I8E4_LEIIN	Uncharacterized protein	IPR019465; 	GO:0006891; GO:0016020; GO:0017119	Golgi transport complex [GO:0017119]; membrane [GO:0016020]; intra-Golgi vesicle-mediated transport [GO:0006891]	LINJ_32_3390			Predicted	Leishmania infantum	5671
A0A6L0XEY9	A0A6L0XEY9_LEIIN	DNA-directed_RNA_polymerases_I_and_III_subunit_RPAC1_-_putative	IPR011262; IPR011263; IPR036603; IPR033901; IPR036643; 	GO:0001054; GO:0001056; GO:0046983	protein dimerization activity [GO:0046983]; RNA polymerase I activity [GO:0001054]; RNA polymerase III activity [GO:0001056]	LINF_190011500			Predicted	Leishmania infantum	5671
A0A6L0XML5	A0A6L0XML5_LEIIN	Nicotinate_phosphoribosyltransferase_-_putative	IPR041525; IPR040727; IPR006406; IPR007229; IPR036068; 	GO:0004514; GO:0004516; GO:0009435	nicotinate phosphoribosyltransferase activity [GO:0004516]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]	LINF_330017000			Inferred from homology	Leishmania infantum	5671
A0A6L0XPP6	A0A6L0XPP6_LEIIN	WD_domain_-_G-beta_repeat_-_putative	IPR044633; IPR015943; IPR001680; IPR019775; IPR036322; 	GO:0005840; GO:0005848; GO:0031124	mRNA cleavage stimulating factor complex [GO:0005848]; ribosome [GO:0005840]; mRNA 3'-end processing [GO:0031124]	LINF_330008000			Predicted	Leishmania infantum	5671
A0A6L0XG92	A0A6L0XG92_LEIIN	Protein_phosphatase_2C/Stage_II_sporulation_prote in_E_(SpoIIE)_-_putative	IPR036457; IPR001932; IPR039123; 	GO:0046872; GO:0106306; GO:0106307	metal ion binding [GO:0046872]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]	LINF_250027500			Predicted	Leishmania infantum	5671
A0A6L0WKV0	A0A6L0WKV0_LEIIN	Aminopeptidase_-_putative	IPR011356; IPR000819; 	GO:0005737; GO:0030145; GO:0070006	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]	LINF_110011900			Predicted	Leishmania infantum	5671
A0A6L0XXV1	A0A6L0XXV1_LEIIN	Adenylyl_cyclase-associated_protein_-_putative	IPR001837; IPR013912; IPR017901; IPR016098; IPR036223; IPR006599; 	GO:0000902; GO:0003779; GO:0007010	actin binding [GO:0003779]; cell morphogenesis [GO:0000902]; cytoskeleton organization [GO:0007010]	LINF_360065600			Predicted	Leishmania infantum	5671
A0A6L0XPN0	A0A6L0XPN0_LEIIN	Metallo-peptidase_-_Clan_MF_-_Family_M17	IPR011356; IPR041417; IPR000819; 	GO:0005737; GO:0030145; GO:0070006	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]	LINF_330034900			Predicted	Leishmania infantum	5671
A0A6L0XUG2	A0A6L0XUG2_LEIIN	50S_ribosomal_protein_L13-like_protein	IPR005822; IPR036899; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_340044300			Inferred from homology	Leishmania infantum	5671
A0A6L0WVX7	A0A6L0WVX7_LEIIN	Mismatch_repair_protein_MSH3_-_putative	IPR007695; IPR017261; IPR000432; IPR007696; IPR016151; IPR036187; IPR045076; IPR027417; 	GO:0005524; GO:0006298; GO:0030983	ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	LINF_150022300			Predicted	Leishmania infantum	5671
A0A6L0WS74	A0A6L0WS74_LEIIN	Phosphoprotein_phosphatase_-_putative	IPR004843; IPR029052; IPR004343; IPR036128; IPR006186; 	GO:0003677; GO:0106306; GO:0106307	DNA binding [GO:0003677]; protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]	LINF_050005900			Predicted	Leishmania infantum	5671
A0A6L0WY80	A0A6L0WY80_LEIIN	Mitochondrial_DNA_polymerase_I_protein_D_-_putative	IPR019760; IPR001098; IPR043502; IPR002298; IPR012337; IPR036397; 	GO:0003677; GO:0003887; GO:0006261	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA-dependent DNA replication [GO:0006261]	LINF_130021800			Predicted	Leishmania infantum	5671
A0A6L0XBA5	A0A6L0XBA5_LEIIN	Glycerol_uptake_protein_-_putative		GO:0016021	integral component of membrane [GO:0016021]	LINF_190019400			Predicted	Leishmania infantum	5671
A0A6L0XYD9	A0A6L0XYD9_LEIIN	Hypothetical_protein		GO:0016021	integral component of membrane [GO:0016021]	LINF_330010600			Predicted	Leishmania infantum	5671
A0A6L0WIC4	A0A6L0WIC4_LEIIN	Protein_phosphatase_2A_-_regulatory_subunit_B_-_putative	IPR004327; IPR043170; IPR037218; 	GO:0003755; GO:0005737; GO:0019211	cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; phosphatase activator activity [GO:0019211]	LINF_070007100			Predicted	Leishmania infantum	5671
A4I8P1	A4I8P1_LEIIN	Adenosine deaminase-like protein	IPR002466; 	GO:0003723; GO:0004000; GO:0006396	adenosine deaminase activity [GO:0004000]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	LINJ_33_0250			Predicted	Leishmania infantum	5671
A0A6L0XLF6	A0A6L0XLF6_LEIIN	Mitochondrial_carrier_protein_-_putative	IPR002067; IPR018108; IPR023395; IPR044712; 	GO:0006862; GO:0016021; GO:0055085	integral component of membrane [GO:0016021]; nucleotide transport [GO:0006862]; transmembrane transport [GO:0055085]	LINF_320016800			Predicted	Leishmania infantum	5671
A0A6L0XAT3	A0A6L0XAT3_LEIIN	Elongation_factor_Tu_-_mitochondrial_-_putative	IPR041709; IPR004161; IPR027417; IPR000795; IPR009000; IPR009001; IPR004160; 	GO:0003746; GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	LINF_180012600			Predicted	Leishmania infantum	5671
A0A6L0WKK0	A0A6L0WKK0_LEIIN	Hypothetical_protein		GO:0016021	integral component of membrane [GO:0016021]	LINF_100016100			Predicted	Leishmania infantum	5671
A4HYH1	A4HYH1_LEIIN	Uncharacterized protein	IPR043519; IPR002058; 	GO:0005737; GO:0050265; GO:0071076	cytoplasm [GO:0005737]; RNA uridylyltransferase activity [GO:0050265]; RNA 3' uridylation [GO:0071076]	LINJ_19_1450			Predicted	Leishmania infantum	5671
A0A6L0XTE5	A0A6L0XTE5_LEIIN	Flagellar_Member_8		GO:0031514	motile cilium [GO:0031514]	LINF_330040600			Predicted	Leishmania infantum	5671
A0A6L0XJH5	A0A6L0XJH5_LEIIN	Importin_alpha_-_putative	IPR011989; IPR016024; IPR032413; IPR000225; IPR024931; 	GO:0005737; GO:0006606; GO:0061608	cytoplasm [GO:0005737]; nuclear import signal receptor activity [GO:0061608]; protein import into nucleus [GO:0006606]	LINF_300016800			Predicted	Leishmania infantum	5671
A4IDI9	A4IDI9_LEIIN	COP-coated vesicle membrane protein erv25	IPR015720; IPR009038; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_36_2280			Inferred from homology	Leishmania infantum	5671
A0A6L0WHT3	A0A6L0WHT3_LEIIN	Delta-1-pyrroline-5-carboxylate_dehydrogenase_-_putative	IPR016161; IPR016163; IPR016160; IPR029510; IPR016162; IPR015590; IPR005931; 	GO:0003842; GO:0010133; GO:0016620	1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; proline catabolic process to glutamate [GO:0010133]	LINF_030006800			Predicted	Leishmania infantum	5671
A4I831	A4I831_LEIIN	Uncharacterized protein	IPR002052; IPR029063; 	GO:0003676; GO:0008168; GO:0032259	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]; methylation [GO:0032259]	LINJ_32_2220			Predicted	Leishmania infantum	5671
A0A6L0XHW6	A0A6L0XHW6_LEIIN	PUA_domain/NOL1/NOP2/sun_family_-_putative	IPR001678; IPR002478; IPR015947; IPR036974; IPR023267; IPR029063; 	GO:0001510; GO:0003723; GO:0008168	methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]; RNA methylation [GO:0001510]	LINF_250021500			Predicted	Leishmania infantum	5671
A4I8S1	A4I8S1_LEIIN	Uncharacterized protein	IPR028884; IPR015943; IPR036322; 	GO:0005634; GO:0008033; GO:0036265	nucleus [GO:0005634]; RNA (guanine-N7)-methylation [GO:0036265]; tRNA processing [GO:0008033]	LINJ_33_0600			Predicted	Leishmania infantum	5671
A0A6L0WK79	A0A6L0WK79_LEIIN	SKP1-like_protein	IPR016897; IPR001232; IPR036296; IPR011333; IPR016072; IPR016073; 	GO:0006511; GO:0016301; GO:0016567	kinase activity [GO:0016301]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	LINF_110018100			Predicted	Leishmania infantum	5671
A4I6Z2	A4I6Z2_LEIIN	Uncharacterized protein	IPR027417; IPR015965; 	GO:0003972; GO:0005524; GO:0006388	ATP binding [GO:0005524]; RNA ligase (ATP) activity [GO:0003972]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	LINJ_31_2190			Predicted	Leishmania infantum	5671
A0A6L0XLC1	A0A6L0XLC1_LEIIN	Homoserine_kinase_-_putative	IPR013750; IPR036554; IPR006204; IPR000870; IPR020568; IPR014721; 	GO:0004413; GO:0005524; GO:0009088	ATP binding [GO:0005524]; homoserine kinase activity [GO:0004413]; threonine biosynthetic process [GO:0009088]	LINF_300036400			Inferred from homology	Leishmania infantum	5671
A4I8U4	A4I8U4_LEIIN	Putative CYC2-like cyclin	IPR036915; IPR013922; 	GO:0000079; GO:0019901	protein kinase binding [GO:0019901]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]	CYC5 LINJ_33_0830			Predicted	Leishmania infantum	5671
A0A6L0XH07	A0A6L0XH07_LEIIN	ATP-binding_cassette_protein_subfamily_B_-_member_2_-_putative	IPR003593; IPR011527; IPR036640; IPR003439; IPR017871; IPR027417; IPR039421; 	GO:0005524; GO:0016021; GO:0140359	integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	LINF_260032600			Predicted	Leishmania infantum	5671
A0A6L0WJZ0	A0A6L0WJZ0_LEIIN	FHA_domain/Ring_finger_domain/Zinc_finger-__C3HC4_type_(RING_finger)_containing_protein_-__putative	IPR019406; IPR040909; IPR000253; IPR008984; IPR018957; IPR001841; IPR013083; IPR017907; 	GO:0016567; GO:0016605; GO:0046872	PML body [GO:0016605]; metal ion binding [GO:0046872]; protein ubiquitination [GO:0016567]	LINF_090006500			Predicted	Leishmania infantum	5671
A4HZY6	A4HZY6_LEIIN	Uncharacterized protein	IPR011009; IPR000719; 	GO:0004672; GO:0005524; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	LINJ_22_0970			Predicted	Leishmania infantum	5671
A4I5I1	A4I5I1_LEIIN	Uncharacterized protein	IPR020103; IPR006145; 	GO:0001522; GO:0003723; GO:0009982	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]	LINJ_30_1530			Predicted	Leishmania infantum	5671
A0A6L0XTR2	A0A6L0XTR2_LEIIN	Glycerol-3-phosphate_dehydrogenase_(FAD-dependent)_-_mitochondrial	IPR031656; IPR038299; IPR006076; IPR036188; IPR000447; 	GO:0006072; GO:0009331; GO:0052591	glycerol-3-phosphate dehydrogenase complex [GO:0009331]; sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity [GO:0052591]; glycerol-3-phosphate metabolic process [GO:0006072]	LINF_280007300			Predicted	Leishmania infantum	5671
A0A6L0XT04	A0A6L0XT04_LEIIN	Phosphatidylinositol_(3_-5)_kinase_-_putative	IPR027409; IPR044769; IPR002498; IPR027484; IPR000306; IPR017455; IPR011011; IPR013083; 	GO:0000285; GO:0005524; GO:0046872	1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	LINF_270015200			Predicted	Leishmania infantum	5671
A4IDX1	A4IDX1_LEIIN	Uncharacterized protein	IPR015720; IPR009038; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_36_5810			Inferred from homology	Leishmania infantum	5671
A0A6L0X9K1	A0A6L0X9K1_LEIIN	Histone_H3_variant_-_putative	IPR009072; IPR007125; IPR000164; 	GO:0000786; GO:0003677; GO:0046982	nucleosome [GO:0000786]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	LINF_190011200			Predicted	Leishmania infantum	5671
A0A6L0XJ18	A0A6L0XJ18_LEIIN	Ribonucleoside-diphosphate_reductase_large_chain_-_putative	IPR005144; IPR013346; IPR000788; IPR013509; IPR008926; IPR039718; 	GO:0004748; GO:0005524; GO:0006260	ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; DNA replication [GO:0006260]	LINF_280014500			Predicted	Leishmania infantum	5671
A4I0H4	A4I0H4_LEIIN	Uncharacterized protein	IPR018908; 	GO:0016021	integral component of membrane [GO:0016021]	LINJ_23_1420			Inferred from homology	Leishmania infantum	5671
A0A6L0XLP5	A0A6L0XLP5_LEIIN	ABC_transporter-like_protein	IPR003593; IPR011527; IPR036640; IPR003439; IPR017871; IPR027417; IPR039421; 	GO:0005524; GO:0016021; GO:0140359	integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	LINF_320026700			Predicted	Leishmania infantum	5671
A0A6L0XK66	A0A6L0XK66_LEIIN	ATP_synthase_-_epsilon_chain_-_putative	IPR001469; IPR020546; IPR036771; 	GO:0016787; GO:0045261; GO:0046933	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	LINF_300041800			Inferred from homology	Leishmania infantum	5671
A0A6L0XMU8	A0A6L0XMU8_LEIIN	Pentamidine_resistance_protein_1	IPR003593; IPR011527; IPR036640; IPR003439; IPR017871; IPR044746; IPR044726; IPR027417; 	GO:0005524; GO:0016021; GO:0140359	integral component of membrane [GO:0016021]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]	LINF_310019400			Predicted	Leishmania infantum	5671
A0A6L0XQH6	A0A6L0XQH6_LEIIN	Flagellar_Member_8		GO:0031514	motile cilium [GO:0031514]	LINF_330040900			Predicted	Leishmania infantum	5671
A0A6L0XF84	A0A6L0XF84_LEIIN	Farnesyl_pyrophosphate_synthase	IPR039702; IPR008949; IPR000092; IPR033749; 	GO:0004161; GO:0004337; GO:0008299	dimethylallyltranstransferase activity [GO:0004161]; geranyltranstransferase activity [GO:0004337]; isoprenoid biosynthetic process [GO:0008299]	LINF_220019700			Predicted	Leishmania infantum	5671
A0A6L0X4B0	A0A6L0X4B0_LEIIN	cAMP_specific_phosphodiesterase_-_putative	IPR003018; IPR029016; IPR003607; IPR023088; IPR002073; IPR036971; IPR023174; 	GO:0004114; GO:0007165; GO:0046872	3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; metal ion binding [GO:0046872]; signal transduction [GO:0007165]	LINF_150023000			Predicted	Leishmania infantum	5671
A5YIM8	A5YIM8_LEIIN	K26 protein (Fragment)				K26			Predicted	Leishmania infantum	5671
A0A6L0XD67	A0A6L0XD67_LEIIN	60S_ribosomal_protein_L37a	IPR002674; IPR011331; IPR011332; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_210028000 LINF_360025800			Inferred from homology	Leishmania infantum	5671
A0A6L0XF63	A0A6L0XF63_LEIIN	40S_ribosomal_protein_S8_-_putative	IPR042563; IPR001047; IPR022309; IPR018283; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_240026900 LINF_240027000			Predicted	Leishmania infantum	5671
A0A6L0XBW3	A0A6L0XBW3_LEIIN	40S_ribosomal_protein_S11_-_putative	IPR012340; IPR032440; IPR000266; IPR019979; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_200021000 LINF_210024100			Predicted	Leishmania infantum	5671
A0A6L0XSA3	A0A6L0XSA3_LEIIN	Ribosomal_protein_L3_-_putative	IPR045077; IPR000597; IPR019926; IPR044892; IPR009000; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_320038800 LINF_340035600 LINF_340035700			Predicted	Leishmania infantum	5671
A0A6L0XNS1	A0A6L0XNS1_LEIIN	Ribosomal_protein_L27_-_putative	IPR005824; IPR041991; IPR038655; IPR001141; IPR008991; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_320033900 LINF_320034100			Predicted	Leishmania infantum	5671
A0A6L0XI55	A0A6L0XI55_LEIIN	40S_ribosomal_protein_S17_-_putative	IPR001210; IPR036401; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_280032800 LINF_280032900			Inferred from homology	Leishmania infantum	5671
A0A6L0XP56	A0A6L0XP56_LEIIN	Ribosomal_protein_l35a_-_putative	IPR038661; IPR001780; IPR009000; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_100005600 LINF_340030100			Inferred from homology	Leishmania infantum	5671
A3EYC1	A3EYC1_LEIIN	Histone H1				H1			Predicted	Leishmania infantum	5671
A0A6L0XA64	A0A6L0XA64_LEIIN	40S_ribosomal_protein_S27-1_-_putative	IPR000592; IPR023407; IPR011332; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_180011200 LINF_360046400			Inferred from homology	Leishmania infantum	5671
A0A6L0XKI2	A0A6L0XKI2_LEIIN	Hsp70	IPR043129; IPR018181; IPR029048; IPR029047; IPR013126; 	GO:0005524; GO:0016887; GO:0043226	organelle [GO:0043226]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	LINF_280035000 LINF_280035100 LINF_280035200 LINF_280035300 LINF_280035400 LINF_280035500 LINF_280035900 LINF_280036000			Predicted	Leishmania infantum	5671
A0A6L0XT67	A0A6L0XT67_LEIIN	Acetyltransferase_-_putative	IPR016181; IPR002717; IPR037906; IPR036388; 	GO:0004402; GO:0006355; GO:0072487	MSL complex [GO:0072487]; histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]	LINF_360082200			Predicted	Leishmania infantum	5671
A0A6L0Y0C8	A0A6L0Y0C8_LEIIN	60S_ribosomal_protein_L32	IPR001515; IPR036351; 	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	LINF_350025500			Predicted	Leishmania infantum	5671
A0A6L0XVI2	A0A6L0XVI2_LEIIN	2-hydroxy-3-oxopropionate_reductase_-_putative	IPR002204; IPR008927; IPR013328; IPR006115; IPR015815; IPR036291; IPR029154; 	GO:0008679; GO:0050661; GO:0051287	2-hydroxy-3-oxopropionate reductase activity [GO:0008679]; NAD binding [GO:0051287]; NADP binding [GO:0050661]	LINF_300006800			Predicted	Leishmania infantum	5671
A0A6L0WJQ7	A0A6L0WJQ7_LEIIN	Dihydroxyacetone_kinase_1-like_protein	IPR004006; IPR004007; IPR036117; 	GO:0004371; GO:0005524; GO:0006071	ATP binding [GO:0005524]; glycerone kinase activity [GO:0004371]; glycerol metabolic process [GO:0006071]	LINF_100009600			Predicted	Leishmania infantum	5671
A0A6L0Y302	A0A6L0Y302_LEIIN	AP-3_complex_subunit_beta_-_putative	IPR026740; IPR026739; IPR011989; IPR016024; IPR002553; 	GO:0006886; GO:0016192; GO:0030123	AP-3 adaptor complex [GO:0030123]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	LINF_360062100			Predicted	Leishmania infantum	5671
